cidade;film_id;title;total_alugueis
Phnom Penh;303;FANTASY TROOPERS;1
Haldia;979;WITCHES PANIC;1
Cuauhtmoc;214;DAUGHTER MADIGAN;1
Lipetsk;239;DOGMA FAMILY;1
Ivanovo;715;RANGE MOONWALKER;1
Citt del Vaticano;592;MONSTER SPARTACUS;1
Saint-Denis;645;OTHERS SOUP;1
Hohhot;976;WIND PHANTOM;1
Lincoln;767;SCALAWAG DUCK;1
Robamba;849;STORM HAPPINESS;1
Santo Andr;870;SWARM GOLD;1
Clarksville;81;BLINDNESS GUN;1
Onomichi;847;STOCK GLASS;1
Binzhou;71;BILKO ANONYMOUS;1
Kolpino;751;RUNAWAY TENENBAUMS;1
Le Mans;562;MASKED BUBBLE;1
Meixian;157;CLOCKWORK PARADISE;1
Sawhaj;708;QUILLS BULL;1
Taguig;507;LADYBUGS ARMAGEDDON;1
Wroclaw;143;CHILL LUCK;1
Garden Grove;907;TRANSLATION SUMMER;1
Ondo;466;INTOLERABLE INTENTIONS;1
Matamoros;803;SLACKER LIAISONS;1
El Monte;426;HOME PITY;1
Cuman;734;ROAD ROXANNE;1
So Bernardo do Campo;609;MUSCLE BRIGHT;1
Acua;207;DANGEROUS UPTOWN;1
Huixquilucan;178;CONNECTION MICROCOSMOS;1
Daxian;443;HURRICANE AFFAIR;1
Grand Prairie;538;LOVERBOY ATTACKS;1
Richmond Hill;395;HANDICAP BOONDOCK;1
Szkesfehrvr;670;PELICAN COMFORTS;1
Ipoh;505;LABYRINTH LEAGUE;1
Lincoln;303;FANTASY TROOPERS;1
Ilorin;748;RUGRATS SHAKESPEARE;1
Ozamis;232;DIRTY ACE;1
Idfu;792;SHREK LICENSE;1
Moscow;922;UNDEFEATED DALMATIONS;1
Teboksary;284;ENEMY ODDS;1
Dallas;931;VALENTINE VANISHING;1
Kuwana;735;ROBBERS JOON;1
Santa Rosa;245;DOUBLE WRATH;1
Nha Trang;122;CARRIE BUNCH;1
Mysore;792;SHREK LICENSE;1
Smolensk;715;RANGE MOONWALKER;1
Papeete;451;IGBY MAKER;1
Goinia;1;ACADEMY DINOSAUR;1
Garland;945;VIRGINIAN PLUTO;1
Sterling Heights;434;HORROR REIGN;1
Johannesburg;767;SCALAWAG DUCK;1
Memphis;824;SPARTACUS CHEAPER;1
Brescia;274;EGG IGBY;1
Kaduna;199;CUPBOARD SINNERS;1
Davao;845;STEPMOM DREAM;1
Kilis;214;DAUGHTER MADIGAN;1
Tychy;433;HORN WORKING;1
Arlington;484;JERK PAYCHECK;1
Santa Brbara dOeste;282;ENCOUNTERS CURTAIN;1
al-Qadarif;728;REUNION WITCHES;1
Czestochowa;247;DOWNHILL ENOUGH;1
Ashdod;345;GABLES METROPOLIS;1
Siliguri (Shiliguri);833;SPLENDOR PATTON;1
Sanaa;637;OPEN AFRICAN;1
Kermanshah;678;PICKUP DRIVING;1
Beni-Mellal;51;BALLOON HOMEWARD;1
Sal;627;NORTH TEQUILA;1
al-Manama;319;FISH OPUS;1
Laohekou;945;VIRGINIAN PLUTO;1
Tandil;543;MADIGAN DORADO;1
al-Manama;43;ATLANTIS CAUSE;1
Hagonoy;810;SLUMS DUCK;1
South Hill;425;HOLY TADPOLE;1
South Hill;228;DETECTIVE VISION;1
Sousse;861;SUIT WALLS;1
Sawhaj;790;SHOOTIST SUPERFLY;1
Okara;890;TIGHTS DAWN;1
Jedda;605;MULHOLLAND BEAST;1
Denizli;373;GRADUATE LORD;1
Purnea (Purnia);164;COAST RAINBOW;1
Sanya;89;BORROWERS BEDAZZLED;1
Idfu;634;ODDS BOOGIE;1
Anpolis;631;NOVOCAINE FLIGHT;1
Siegen;379;GREEDY ROOTS;1
Southend-on-Sea;993;WRONG BEHAVIOR;1
Simferopol;2;ACE GOLDFINGER;1
Lilongwe;73;BINGO TALENTED;1
Guaruj;199;CUPBOARD SINNERS;1
Sawhaj;333;FREAKY POCUS;1
Jakarta;484;JERK PAYCHECK;1
Taguig;239;DOGMA FAMILY;1
Usak;755;SABRINA MIDNIGHT;1
Alessandria;468;INVASION CYCLONE;1
Jamalpur;886;THEORY MERMAID;1
Xintai;999;ZOOLANDER FICTION;1
Qalyub;693;POTTER CONNECTICUT;1
Livorno;636;OLEANDER CLUE;1
Tartu;526;LOCK REAR;1
Taizz;610;MUSIC BOONDOCK;1
Udaipur;502;KNOCK WARLOCK;1
Sucre;273;EFFECT GLADIATOR;1
Bhavnagar;851;STRAIGHT HOURS;1
Nakhon Sawan;624;NIGHTMARE CHILL;1
Jhansi;624;NIGHTMARE CHILL;1
Simferopol;600;MOTIONS DETAILS;1
Lancaster;189;CREATURES SHAKESPEARE;1
Duisburg;286;ENOUGH RAGING;1
Peoria;835;SPY MILE;1
Alvorada;233;DISCIPLE MOTHER;1
Allende;293;EXORCIST STING;1
Sumqayit;468;INVASION CYCLONE;1
Dos Quebradas;639;OPPOSITE NECKLACE;1
Buenaventura;369;GOODFELLAS SALUTE;1
Poos de Caldas;415;HIGH ENCINO;1
Yerevan;748;RUGRATS SHAKESPEARE;1
Lausanne;988;WORKER TARZAN;1
Songkhla;862;SUMMER SCARFACE;1
Citt del Vaticano;936;VANISHING ROCKY;1
Naala-Porto;77;BIRDS PERDITION;1
Yinchuan;556;MALTESE HOPE;1
Acua;976;WIND PHANTOM;1
Uttarpara-Kotrung;613;MYSTIC TRUMAN;1
El Fuerte;467;INTRIGUE WORST;1
Ourense (Orense);873;SWEETHEARTS SUSPECTS;1
Blumenau;77;BIRDS PERDITION;1
Vijayawada;115;CAMPUS REMEMBER;1
Valparai;916;TURN STAR;1
Chiayi;792;SHREK LICENSE;1
Citrus Heights;433;HORN WORKING;1
Graz;829;SPINAL ROCKY;1
Daxian;496;KICK SAVANNAH;1
Pune;409;HEARTBREAKERS BRIGHT;1
Bucuresti;265;DYING MAKER;1
San Miguel de Tucumn;698;PRINCESS GIANT;1
s-Hertogenbosch;220;DEER VIRGINIAN;1
Charlotte Amalie;759;SALUTE APOLLO;1
Arlington;252;DREAM PICKUP;1
Pereira;409;HEARTBREAKERS BRIGHT;1
Pontianak;693;POTTER CONNECTICUT;1
Fuzhou;80;BLANKET BEVERLY;1
Brindisi;80;BLANKET BEVERLY;1
Paarl;292;EXCITEMENT EVE;1
Toulouse;890;TIGHTS DAWN;1
Davao;476;JASON TRAP;1
Changzhou;129;CAUSE DATE;1
Ivanovo;101;BROTHERHOOD BLANKET;1
Kragujevac;156;CLERKS ANGELS;1
Batman;769;SCHOOL JACKET;1
Salinas;274;EGG IGBY;1
Pjatigorsk;892;TITANIC BOONDOCK;1
Kirovo-Tepetsk;688;POLISH BROOKLYN;1
Mukateve;252;DREAM PICKUP;1
Faaa;267;EAGLES PANKY;1
Vancouver;787;SHINING ROSES;1
Kuching;377;GREASE YOUTH;1
Pyongyang;900;TOWN ARK;1
Soshanguve;245;DOUBLE WRATH;1
Vijayawada;574;MIDNIGHT WESTWARD;1
Jos Azueta;828;SPIKING ELEMENT;1
Torren;291;EVOLUTION ALTER;1
Matamoros;754;RUSHMORE MERMAID;1
Brindisi;977;WINDOW SIDE;1
Asuncin;326;FLYING HOOK;1
Barcelona;687;POCUS PULP;1
Bandar Seri Begawan;282;ENCOUNTERS CURTAIN;1
Jurez;652;PAJAMA JAWBREAKER;1
Vaduz;817;SOLDIERS EVOLUTION;1
Tallahassee;336;FRENCH HOLIDAY;1
Brescia;255;DRIVING POLISH;1
Valle de Santiago;366;GOLDFINGER SENSIBILITY;1
Kansas City;963;WATCH TRACY;1
Klerksdorp;432;HOPE TOOTSIE;1
Datong;269;EARRING INSTINCT;1
Jinchang;121;CAROL TEXAS;1
Otsu;772;SEA VIRGIN;1
Tartu;448;IDAHO LOVE;1
Allende;700;PRIX UNDEFEATED;1
York;79;BLADE POLISH;1
Kakamigahara;166;COLOR PHILADELPHIA;1
Witten;692;POTLUCK MIXED;1
Ezhou;797;SILENCE KANE;1
Miyakonojo;391;HALF OUTFIELD;1
Juazeiro do Norte;189;CREATURES SHAKESPEARE;1
Kurashiki;719;RECORDS ZORRO;1
Meixian;401;HAROLD FRENCH;1
Arlington;61;BEAUTY GREASE;1
Pjatigorsk;72;BILL OTHERS;1
Kolpino;123;CASABLANCA SUPER;1
Usolje-Sibirskoje;255;DRIVING POLISH;1
San Juan Bautista Tuxtepec;47;BABY HALL;1
Sungai Petani;137;CHARADE DUFFEL;1
Davao;641;ORANGE GRAPES;1
Chungho;526;LOCK REAR;1
Parbhani;559;MARRIED GO;1
Masqat;531;LOSE INCH;1
Rajkot;484;JERK PAYCHECK;1
Yaound;201;CYCLONE FAMILY;1
Lublin;231;DINOSAUR SECRETARY;1
Koriyama;364;GODFATHER DIARY;1
Parbhani;329;FORREST SONS;1
al-Manama;267;EAGLES PANKY;1
Ife;294;EXPECATIONS NATURAL;1
guas Lindas de Gois;660;PARTY KNOCK;1
Kurgan;73;BINGO TALENTED;1
Araatuba;51;BALLOON HOMEWARD;1
El Monte;101;BROTHERHOOD BLANKET;1
Nam Dinh;256;DROP WATERFRONT;1
Matamoros;261;DUFFEL APOCALYPSE;1
Santa Brbara dOeste;167;COMA HEAD;1
Alvorada;376;GRAPES FURY;1
Laredo;367;GOLDMINE TYCOON;1
Yamuna Nagar;249;DRACULA CRYSTAL;1
Richmond Hill;771;SCORPION APOLLO;1
Nukualofa;809;SLIPPER FIDELITY;1
Mandi Bahauddin;428;HOMICIDE PEACH;1
Changzhou;658;PARIS WEEKEND;1
So Bernardo do Campo;912;TROJAN TOMORROW;1
Springs;898;TOURIST PELICAN;1
Dayton;90;BOULEVARD MOB;1
Cuman;591;MONSOON CAUSE;1
Pangkal Pinang;319;FISH OPUS;1
Banjul;412;HEAVYWEIGHTS BEAST;1
Graz;159;CLOSER BANG;1
Berhampore (Baharampur);296;EXPRESS LONELY;1
Patras;563;MASSACRE USUAL;1
Mysore;84;BOILED DARES;1
Bhilwara;480;JEEPERS WEDDING;1
Lausanne;309;FEUD FROGMEN;1
Apeldoorn;717;REAR TRADING;1
Cam Ranh;643;ORIENT CLOSER;1
Ahmadnagar;927;UPRISING UPTOWN;1
Nyeri;242;DOOM DANCING;1
Tianjin;926;UNTOUCHABLES SUNRISE;1
Hubli-Dharwad;678;PICKUP DRIVING;1
Cayenne;564;MASSAGE IMAGE;1
Czestochowa;531;LOSE INCH;1
Kermanshah;358;GILMORE BOILED;1
Kolpino;162;CLUELESS BUCKET;1
Salala;204;DALMATIONS SWEDEN;1
Bhopal;73;BINGO TALENTED;1
Sirjan;576;MIGHTY LUCK;1
Munger (Monghyr);520;LICENSE WEEKEND;1
Botosani;891;TIMBERLAND SKY;1
Balikesir;31;APACHE DIVINE;1
Kurashiki;222;DESERT POSEIDON;1
Datong;679;PILOT HOOSIERS;1
Mogiljov;851;STRAIGHT HOURS;1
Huejutla de Reyes;744;ROOTS REMEMBER;1
Huixquilucan;640;OPUS ICE;1
Phnom Penh;50;BAKED CLEOPATRA;1
Yangor;447;ICE CROSSING;1
Dadu;709;RACER EGG;1
Batman;624;NIGHTMARE CHILL;1
So Bernardo do Campo;374;GRAFFITI LOVE;1
Kamjanets-Podilskyi;510;LAWLESS VISION;1
Sivas;753;RUSH GOODFELLAS;1
Vaduz;555;MALLRATS UNITED;1
Omiya;638;OPERATION OPERATION;1
Soshanguve;788;SHIP WONDERLAND;1
Apeldoorn;722;REEF SALUTE;1
Korla;446;HYSTERICAL GRAIL;1
Nam Dinh;850;STORY SIDE;1
Saint Louis;193;CROSSROADS CASUALTIES;1
Taguig;436;HOURS RAGE;1
Tonghae;724;REMEMBER DIARY;1
Cuernavaca;767;SCALAWAG DUCK;1
Almirante Brown;17;ALONE TRIP;1
Tokat;744;ROOTS REMEMBER;1
Hohhot;488;JOON NORTHWEST;1
Urawa;132;CHAINSAW UPTOWN;1
La Romana;794;SIDE ARK;1
Mexicali;568;MEMENTO ZOOLANDER;1
Sambhal;451;IGBY MAKER;1
Bhusawal;380;GREEK EVERYONE;1
Balikesir;741;ROMAN PUNK;1
La Paz;979;WITCHES PANIC;1
Mandaluyong;154;CLASH FREDDY;1
Nabereznyje Telny;204;DALMATIONS SWEDEN;1
Portoviejo;687;POCUS PULP;1
Ruse;598;MOSQUITO ARMAGEDDON;1
Bandar Seri Begawan;102;BUBBLE GROSSE;1
Abha;319;FISH OPUS;1
Huaian;586;MOCKINGBIRD HOLLYWOOD;1
Shikarpur;620;NEMO CAMPUS;1
San Bernardino;690;POND SEATTLE;1
Bandar Seri Begawan;31;APACHE DIVINE;1
Sharja;694;PREJUDICE OLEANDER;1
Olomouc;247;DOWNHILL ENOUGH;1
Valle de Santiago;895;TOMORROW HUSTLER;1
Molodetno;755;SABRINA MIDNIGHT;1
Barcelona;387;GUN BONNIE;1
Nam Dinh;956;WANDA CHAMBER;1
Santiago de Compostela;215;DAWN POND;1
Stockport;100;BROOKLYN DESERT;1
Sharja;839;STALLION SUNDANCE;1
Cavite;141;CHICAGO NORTH;1
Loja;981;WOLVES DESIRE;1
Shimonoseki;993;WRONG BEHAVIOR;1
Lhokseumawe;451;IGBY MAKER;1
Mogiljov;270;EARTH VISION;1
Tabriz;165;COLDBLOODED DARLING;1
Maracabo;327;FOOL MOCKINGBIRD;1
Ashqelon;470;ISHTAR ROCKETEER;1
Zeleznogorsk;262;DUMBO LUST;1
Joliet;206;DANCING FEVER;1
Songkhla;834;SPOILERS HELLFIGHTERS;1
Abha;849;STORM HAPPINESS;1
Kabul;529;LONELY ELEPHANT;1
Boksburg;789;SHOCK CABIN;1
Liaocheng;458;INDIAN LOVE;1
Zalantun;536;LOVELY JINGLE;1
Witten;138;CHARIOTS CONSPIRACY;1
Omiya;552;MAJESTIC FLOATS;1
Ambattur;417;HILLS NEIGHBORS;1
Benin City;416;HIGHBALL POTTER;1
Mandaluyong;866;SUNSET RACER;1
Kisumu;212;DARN FORRESTER;1
Tambaram;973;WIFE TURN;1
Ponce;16;ALLEY EVOLUTION;1
Hodeida;735;ROBBERS JOON;1
Yuncheng;933;VAMPIRE WHALE;1
Kamakura;770;SCISSORHANDS SLUMS;1
Sawhaj;980;WIZARD COLDBLOODED;1
Palghat (Palakkad);494;KARATE MOON;1
Surakarta;47;BABY HALL;1
Sokoto;302;FANTASIA PARK;1
Peoria;393;HALLOWEEN NUTS;1
Batna;590;MONEY HAROLD;1
Mwene-Ditu;621;NETWORK PEAK;1
Valle de la Pascua;286;ENOUGH RAGING;1
Urawa;748;RUGRATS SHAKESPEARE;1
Shaoguan;70;BIKINI BORROWERS;1
Otsu;763;SATISFACTION CONFIDENTIAL;1
Jos Azueta;154;CLASH FREDDY;1
Ziguinchor;57;BASIC EASY;1
Sanaa;899;TOWERS HURRICANE;1
Ikerre;333;FREAKY POCUS;1
Yaound;344;FURY MURDER;1
Skikda;481;JEKYLL FROGMEN;1
Purwakarta;156;CLERKS ANGELS;1
Siliguri (Shiliguri);460;INNOCENT USUAL;1
Cuman;602;MOURNING PURPLE;1
Pjatigorsk;57;BASIC EASY;1
Ibirit;688;POLISH BROOKLYN;1
Owo;302;FANTASIA PARK;1
Kansas City;268;EARLY HOME;1
Angra dos Reis;59;BEAR GRACELAND;1
Zhoushan;916;TURN STAR;1
Olomouc;59;BEAR GRACELAND;1
Tanauan;43;ATLANTIS CAUSE;1
Oshawa;31;APACHE DIVINE;1
Uijongbu;414;HELLFIGHTERS SIERRA;1
Adoni;10;ALADDIN CALENDAR;1
Rustenburg;760;SAMURAI LION;1
Maracabo;688;POLISH BROOKLYN;1
Faaa;69;BEVERLY OUTLAW;1
Botshabelo;510;LAWLESS VISION;1
Allappuzha (Alleppey);173;CONFESSIONS MAGUIRE;1
Warren;948;VOICE PEACH;1
Greensboro;807;SLEUTH ORIENT;1
Urawa;992;WRATH MILE;1
Hamilton;692;POTLUCK MIXED;1
Tangail;502;KNOCK WARLOCK;1
Nabereznyje Telny;12;ALASKA PHANTOM;1
Shaoguan;448;IDAHO LOVE;1
Smolensk;518;LIAISONS SWEET;1
Syktyvkar;996;YOUNG LANGUAGE;1
Tanza;183;CONVERSATION DOWNHILL;1
Charlotte Amalie;489;JUGGLER HARDLY;1
Hami;77;BIRDS PERDITION;1
Novi Sad;154;CLASH FREDDY;1
Tabuk;854;STRANGERS GRAFFITI;1
Jining;116;CANDIDATE PERDITION;1
Santo Andr;261;DUFFEL APOCALYPSE;1
Sunnyvale;689;POLLOCK DELIVERANCE;1
Lublin;961;WASH HEAVENLY;1
Bucuresti;301;FAMILY SWEET;1
Salinas;205;DANCES NONE;1
Mogiljov;132;CHAINSAW UPTOWN;1
Esfahan;613;MYSTIC TRUMAN;1
Tongliao;571;METAL ARMAGEDDON;1
Ashdod;517;LESSON CLEOPATRA;1
Tarsus;625;NONE SPIKING;1
Naala-Porto;908;TRAP GUYS;1
Cape Coral;412;HEAVYWEIGHTS BEAST;1
San Bernardino;878;TEEN APOLLO;1
Xintai;554;MALKOVICH PET;1
Juiz de Fora;668;PEAK FOREVER;1
Nador;649;OZ LIAISONS;1
Avellaneda;329;FORREST SONS;1
Usolje-Sibirskoje;921;UNCUT SUICIDES;1
Banjul;200;CURTAIN VIDEOTAPE;1
Callao;904;TRAIN BUNCH;1
Belm;207;DANGEROUS UPTOWN;1
Vilnius;526;LOCK REAR;1
La Paz;967;WEEKEND PERSONAL;1
Jos Azueta;284;ENEMY ODDS;1
Southampton;995;YENTL IDAHO;1
Isesaki;317;FIREBALL PHILADELPHIA;1
Ozamis;99;BRINGING HYSTERICAL;1
Syktyvkar;212;DARN FORRESTER;1
Klerksdorp;872;SWEET BROTHERHOOD;1
Tabora;271;EASY GLADIATOR;1
Alvorada;445;HYDE DOCTOR;1
Katihar;776;SECRET GROUNDHOG;1
Yingkou;476;JASON TRAP;1
Jaffna;224;DESPERATE TRAINSPOTTING;1
Siliguri (Shiliguri);694;PREJUDICE OLEANDER;1
Urawa;504;KWAI HOMEWARD;1
Niznekamsk;460;INNOCENT USUAL;1
Namibe;873;SWEETHEARTS SUSPECTS;1
Baybay;673;PERSONAL LADYBUGS;1
Dayton;704;PURE RUNNER;1
Olomouc;267;EAGLES PANKY;1
Brest;920;UNBREAKABLE KARATE;1
Salinas;757;SAGEBRUSH CLUELESS;1
Halifax;56;BAREFOOT MANCHURIAN;1
Sagamihara;438;HUMAN GRAFFITI;1
Jhansi;849;STORM HAPPINESS;1
Chatsworth;184;CORE SUIT;1
Sokoto;983;WON DARES;1
Dadu;626;NOON PAPI;1
Boa Vista;245;DOUBLE WRATH;1
Rockford;697;PRIMARY GLASS;1
San Miguel de Tucumn;842;STATE WASTELAND;1
Urawa;794;SIDE ARK;1
Nakhon Sawan;953;WAIT CIDER;1
Arak;641;ORANGE GRAPES;1
Changhwa;471;ISLAND EXORCIST;1
Dos Quebradas;345;GABLES METROPOLIS;1
Emmen;658;PARIS WEEKEND;1
Shikarpur;133;CHAMBER ITALIAN;1
Adoni;774;SEARCHERS WAIT;1
Mexicali;946;VIRTUAL SPOILERS;1
Erlangen;865;SUNRISE LEAGUE;1
Allende;718;REBEL AIRPORT;1
Lipetsk;300;FALCON VOLUME;1
Ruse;417;HILLS NEIGHBORS;1
Bat Yam;586;MOCKINGBIRD HOLLYWOOD;1
Balurghat;269;EARRING INSTINCT;1
Dadu;471;ISLAND EXORCIST;1
Kabul;765;SATURN NAME;1
Atinsk;272;EDGE KISSING;1
Kalisz;336;FRENCH HOLIDAY;1
Malm;989;WORKING MICROCOSMOS;1
Nuuk;687;POCUS PULP;1
Emeishan;720;REDEMPTION COMFORTS;1
Enshi;596;MOONSHINE CABIN;1
Arak;870;SWARM GOLD;1
Owo;44;ATTACKS HATE;1
Southend-on-Sea;898;TOURIST PELICAN;1
Lhokseumawe;276;ELEMENT FREDDY;1
Pak Kret;852;STRANGELOVE DESIRE;1
Addis Abeba;154;CLASH FREDDY;1
Zeleznogorsk;410;HEAVEN FREEDOM;1
Changhwa;833;SPLENDOR PATTON;1
Abha;583;MISSION ZOOLANDER;1
Higashiosaka;232;DIRTY ACE;1
Onomichi;521;LIES TREATMENT;1
La Paz;804;SLEEPING SUSPECTS;1
Satna;846;STING PERSONAL;1
Taguig;31;APACHE DIVINE;1
Salala;747;ROXANNE REBEL;1
Beira;534;LOUISIANA HARRY;1
Memphis;309;FEUD FROGMEN;1
Bandar Seri Begawan;133;CHAMBER ITALIAN;1
Nador;475;JAPANESE RUN;1
Lhokseumawe;531;LOSE INCH;1
Vitria de Santo Anto;223;DESIRE ALIEN;1
La Romana;676;PHILADELPHIA WIFE;1
Patras;273;EFFECT GLADIATOR;1
Ueda;664;PATRIOT ROMAN;1
Jinzhou;317;FIREBALL PHILADELPHIA;1
Almirante Brown;667;PEACH INNOCENT;1
Gandhinagar;631;NOVOCAINE FLIGHT;1
Masqat;763;SATISFACTION CONFIDENTIAL;1
Konotop;147;CHOCOLAT HARRY;1
Gingoog;806;SLEEPY JAPANESE;1
Zalantun;10;ALADDIN CALENDAR;1
Lipetsk;539;LUCK OPUS;1
Usolje-Sibirskoje;961;WASH HEAVENLY;1
Tokat;275;EGYPT TENENBAUMS;1
Purnea (Purnia);611;MUSKETEERS WAIT;1
Mannheim;919;TYCOON GATHERING;1
Davao;444;HUSTLER PARTY;1
Fontana;641;ORANGE GRAPES;1
Zaoyang;49;BADMAN DAWN;1
Mogiljov;476;JASON TRAP;1
Jakarta;951;VOYAGE LEGALLY;1
Kamarhati;440;HUNGER ROOF;1
Aurora;328;FOREVER CANDIDATE;1
Fontana;126;CASUALTIES ENCINO;1
London;710;RAGE GAMES;1
Miraj;94;BRAVEHEART HUMAN;1
Siegen;432;HOPE TOOTSIE;1
Berhampore (Baharampur);918;TWISTED PIRATES;1
Dzerzinsk;843;STEEL SANTA;1
Cape Coral;83;BLUES INSTINCT;1
Rio Claro;394;HAMLET WISDOM;1
Coatzacoalcos;562;MASKED BUBBLE;1
Talavera;857;STRICTLY SCARFACE;1
Kalisz;999;ZOOLANDER FICTION;1
Santiago de los Caballeros;544;MADISON TRAP;1
Vitria de Santo Anto;789;SHOCK CABIN;1
Fontana;91;BOUND CHEAPER;1
Jalib al-Shuyukh;788;SHIP WONDERLAND;1
Bag;558;MANNEQUIN WORST;1
Bislig;456;INCH JET;1
Ivanovo;840;STAMPEDE DISTURBING;1
Touliu;971;WHALE BIKINI;1
Tanauan;804;SLEEPING SUSPECTS;1
Cuautla;58;BEACH HEARTBREAKERS;1
Akishima;402;HARPER DYING;1
Mwanza;79;BLADE POLISH;1
Bhilwara;206;DANCING FEVER;1
Nagareyama;744;ROOTS REMEMBER;1
Chandrapur;446;HYSTERICAL GRAIL;1
Alvorada;626;NOON PAPI;1
Santiago de Compostela;888;THIN SAGEBRUSH;1
Cheju;417;HILLS NEIGHBORS;1
San Lorenzo;652;PAJAMA JAWBREAKER;1
Hunuco;104;BUGSY SONG;1
Haldia;452;ILLUSION AMELIE;1
La Romana;243;DOORS PRESIDENT;1
Daxian;651;PACKER MADIGAN;1
Kolpino;745;ROSES TREASURE;1
Santa Brbara dOeste;989;WORKING MICROCOSMOS;1
Osmaniye;661;PAST SUICIDES;1
Nyeri;872;SWEET BROTHERHOOD;1
Tiefa;59;BEAR GRACELAND;1
Yamuna Nagar;103;BUCKET BROTHERHOOD;1
Kimchon;235;DIVIDE MONSTER;1
Jamalpur;952;WAGON JAWS;1
Chandrapur;443;HURRICANE AFFAIR;1
Jinzhou;60;BEAST HUNCHBACK;1
Laohekou;363;GO PURPLE;1
Rustenburg;477;JAWBREAKER BROOKLYN;1
Dadu;414;HELLFIGHTERS SIERRA;1
Florencia;395;HANDICAP BOONDOCK;1
Xintai;806;SLEEPY JAPANESE;1
Tambaram;402;HARPER DYING;1
Deba Habe;496;KICK SAVANNAH;1
Cianjur;285;ENGLISH BULWORTH;1
Daugavpils;878;TEEN APOLLO;1
Kamarhati;131;CENTER DINOSAUR;1
Myingyan;958;WARDROBE PHANTOM;1
Cuman;707;QUEST MUSSOLINI;1
NDjamna;16;ALLEY EVOLUTION;1
Ivanovo;990;WORLD LEATHERNECKS;1
Vaduz;292;EXCITEMENT EVE;1
Sanya;668;PEAK FOREVER;1
Rockford;647;OUTFIELD MASSACRE;1
Kirovo-Tepetsk;132;CHAINSAW UPTOWN;1
Vaduz;738;ROCKETEER MOTHER;1
Pavlodar;457;INDEPENDENCE HOTEL;1
Hamilton;491;JUMPING WRATH;1
Tambaram;334;FREDDY STORM;1
Iwatsuki;605;MULHOLLAND BEAST;1
Anpolis;267;EAGLES PANKY;1
Malm;443;HURRICANE AFFAIR;1
Faaa;608;MURDER ANTITRUST;1
Masqat;493;KANE EXORCIST;1
Koriyama;304;FARGO GANDHI;1
Osmaniye;537;LOVER TRUMAN;1
Kanchrapara;367;GOLDMINE TYCOON;1
Guaruj;529;LONELY ELEPHANT;1
Pavlodar;544;MADISON TRAP;1
So Bernardo do Campo;391;HALF OUTFIELD;1
Yangor;179;CONQUERER NUTS;1
Bhimavaram;62;BED HIGHBALL;1
Songkhla;564;MASSAGE IMAGE;1
Bilbays;291;EVOLUTION ALTER;1
Santiago de los Caballeros;272;EDGE KISSING;1
Mandaluyong;572;METROPOLIS COMA;1
Ljubertsy;466;INTOLERABLE INTENTIONS;1
Benguela;637;OPEN AFRICAN;1
Addis Abeba;176;CONGENIALITY QUEST;1
Gaziantep;336;FRENCH HOLIDAY;1
Dadu;799;SIMON NORTH;1
Santo Andr;374;GRAFFITI LOVE;1
San Juan Bautista Tuxtepec;784;SHANGHAI TYCOON;1
Jaipur;378;GREATEST NORTH;1
Salamanca;231;DINOSAUR SECRETARY;1
Xinxiang;610;MUSIC BOONDOCK;1
Newcastle;261;DUFFEL APOCALYPSE;1
Avellaneda;569;MENAGERIE RUSHMORE;1
Kaliningrad;709;RACER EGG;1
La Romana;27;ANONYMOUS HUMAN;1
Dadu;660;PARTY KNOCK;1
Lengshuijiang;462;INSIDER ARIZONA;1
Ozamis;251;DRAGONFLY STRANGERS;1
Nezahualcyotl;681;PIRATES ROXANNE;1
Chungho;385;GROUNDHOG UNCUT;1
Lengshuijiang;947;VISION TORQUE;1
Izumisano;176;CONGENIALITY QUEST;1
Saint-Denis;275;EGYPT TENENBAUMS;1
Kilis;730;RIDGEMONT SUBMARINE;1
Witten;322;FLATLINERS KILLER;1
Sasebo;22;AMISTAD MIDSUMMER;1
Beira;431;HOOSIERS BIRDCAGE;1
Tanauan;111;CADDYSHACK JEDI;1
Coquimbo;467;INTRIGUE WORST;1
Mandaluyong;727;RESURRECTION SILVERADO;1
Sokoto;4;AFFAIR PREJUDICE;1
Emmen;137;CHARADE DUFFEL;1
Kamjanets-Podilskyi;341;FROST HEAD;1
Avellaneda;910;TREATMENT JEKYLL;1
Udaipur;200;CURTAIN VIDEOTAPE;1
Korolev;574;MIDNIGHT WESTWARD;1
Sanaa;999;ZOOLANDER FICTION;1
Qinhuangdao;376;GRAPES FURY;1
Papeete;970;WESTWARD SEABISCUIT;1
Ciparay;175;CONFUSED CANDLES;1
Bislig;698;PRINCESS GIANT;1
Imus;902;TRADING PINOCCHIO;1
Serpuhov;333;FREAKY POCUS;1
Valparai;625;NONE SPIKING;1
London;705;PURPLE MOVIE;1
Uluberia;435;HOTEL HAPPINESS;1
Otsu;518;LIAISONS SWEET;1
Belm;846;STING PERSONAL;1
Nagareyama;575;MIDSUMMER GROUNDHOG;1
Datong;583;MISSION ZOOLANDER;1
Akron;218;DECEIVER BETRAYED;1
Atinsk;981;WOLVES DESIRE;1
Tieli;891;TIMBERLAND SKY;1
San Felipe del Progreso;446;HYSTERICAL GRAIL;1
Sumy;679;PILOT HOOSIERS;1
Salala;436;HOURS RAGE;1
Lungtan;271;EASY GLADIATOR;1
Dayton;747;ROXANNE REBEL;1
