cidade;pais_code;estado_code;estado;pais
Ḩalḩūl;PS;WE;West Bank;Palestine, State of
Ḩajjah;PS;WE;West Bank;Palestine, State of
Ḩablah;PS;WE;West Bank;Palestine, State of
Far‘ūn;PS;WE;West Bank;Palestine, State of
Farkhah;PS;WE;West Bank;Palestine, State of
Faqqū‘ah;PS;WE;West Bank;Palestine, State of
Faḩmah;PS;WE;West Bank;Palestine, State of
‘Ez Efrayim;PS;WE;West Bank;Palestine, State of
Elqana;PS;WE;West Bank;Palestine, State of
Efrata;PS;WE;West Bank;Palestine, State of
Dūrā al Qar‘;PS;WE;West Bank;Palestine, State of
Dūrā;PS;WE;West Bank;Palestine, State of
Dūmā;PS;WE;West Bank;Palestine, State of
Dhannābah;PS;WE;West Bank;Palestine, State of
Dayr Sharaf;PS;WE;West Bank;Palestine, State of
Dayr Qiddīs;PS;WE;West Bank;Palestine, State of
Dayr Jarīr;PS;WE;West Bank;Palestine, State of
Dayr Istiyā;PS;WE;West Bank;Palestine, State of
Dayr Ibzī‘;PS;WE;West Bank;Palestine, State of
Dayr Dibwān;PS;WE;West Bank;Palestine, State of
Dayr Ballūţ;PS;WE;West Bank;Palestine, State of
Dayr as Sūdān;PS;WE;West Bank;Palestine, State of
Dayr al Ḩaţab;PS;WE;West Bank;Palestine, State of
Dayr al Ghuşūn;PS;WE;West Bank;Palestine, State of
Dayr Abū Mash‘al;PS;WE;West Bank;Palestine, State of
Dayr Abū Ḑa‘īf;PS;WE;West Bank;Palestine, State of
Brūqīn;PS;WE;West Bank;Palestine, State of
Birqīn;PS;WE;West Bank;Palestine, State of
Burqah;PS;WE;West Bank;Palestine, State of
Burqah;PS;WE;West Bank;Palestine, State of
Būrīn;PS;WE;West Bank;Palestine, State of
Budrus;PS;WE;West Bank;Palestine, State of
Bīr Zayt;PS;WE;West Bank;Palestine, State of
Bīr Nabālā;PS;WE;West Bank;Palestine, State of
Bil‘īn;PS;WE;West Bank;Palestine, State of
Biddū;PS;WE;West Bank;Palestine, State of
Bidyā;PS;WE;West Bank;Palestine, State of
Bet Arye;PS;WE;West Bank;Palestine, State of
Bazzāryah;PS;WE;West Bank;Palestine, State of
Bayt Wazan;PS;WE;West Bank;Palestine, State of
Bayt ‘Ūr at Taḩtā;PS;WE;West Bank;Palestine, State of
Baytūnyā;PS;WE;West Bank;Palestine, State of
Bayt Imrīn;PS;WE;West Bank;Palestine, State of
Bayt Sūrīk;PS;WE;West Bank;Palestine, State of
Bayt Sīrā;PS;WE;West Bank;Palestine, State of
Bayt Sāḩūr;PS;WE;West Bank;Palestine, State of
Bayt Qād;PS;WE;West Bank;Palestine, State of
Bayt Liqyā;PS;WE;West Bank;Palestine, State of
Bayt Līd;PS;WE;West Bank;Palestine, State of
Bethlehem;PS;WE;West Bank;Palestine, State of
Bayt Kāḩil;PS;WE;West Bank;Palestine, State of
Bayt Jālā;PS;WE;West Bank;Palestine, State of
Bayt ‘Anān;PS;WE;West Bank;Palestine, State of
Baytīn;PS;WE;West Bank;Palestine, State of
Bayt Ūmmar;PS;WE;West Bank;Palestine, State of
Al Ittiḩād;PS;WE;West Bank;Palestine, State of
Bayt Iksā;PS;WE;West Bank;Palestine, State of
Bayt Ībā;PS;WE;West Bank;Palestine, State of
Bayt Ḩanīnā;PS;WE;West Bank;Palestine, State of
Bayt Fūrīk;PS;WE;West Bank;Palestine, State of
Bayt Fajjār;PS;WE;West Bank;Palestine, State of
Bayt Duqqū;PS;WE;West Bank;Palestine, State of
Bayt Dajan;PS;WE;West Bank;Palestine, State of
Bayt Ūlā;PS;WE;West Bank;Palestine, State of
Baytā al Fawqā;PS;WE;West Bank;Palestine, State of
Battir;PS;WE;West Bank;Palestine, State of
Battīr;PS;WE;West Bank;Palestine, State of
Barţa‘ah ash Sharqīyah;PS;WE;West Bank;Palestine, State of
Barqan;PS;WE;West Bank;Palestine, State of
Bardalah;PS;WE;West Bank;Palestine, State of
Bāqah ash Sharqīyah;PS;WE;West Bank;Palestine, State of
Bāqat al Ḩaţab;PS;WE;West Bank;Palestine, State of
Banī Na‘īm;PS;WE;West Bank;Palestine, State of
Balāţah;PS;WE;West Bank;Palestine, State of
Bal‘ā;PS;WE;West Bank;Palestine, State of
‘Azzūn;PS;WE;West Bank;Palestine, State of
Az Zāwiyah;PS;WE;West Bank;Palestine, State of
Az̧ Z̧āhirīyah;PS;WE;West Bank;Palestine, State of
Az Zabābidah;PS;WE;West Bank;Palestine, State of
‘Azmūţ;PS;WE;West Bank;Palestine, State of
‘Ayn Yabrūd;PS;WE;West Bank;Palestine, State of
‘Ayn ‘Arīk;PS;WE;West Bank;Palestine, State of
‘Aynabūs;PS;WE;West Bank;Palestine, State of
Ūşarīn;PS;WE;West Bank;Palestine, State of
‘Awartā;PS;WE;West Bank;Palestine, State of
Aţ Ţīrah;PS;WE;West Bank;Palestine, State of
‘Attīl;PS;WE;West Bank;Palestine, State of
Aţ Ţaybah;PS;WE;West Bank;Palestine, State of
Aţ Ţaybah;PS;WE;West Bank;Palestine, State of
‘Aţārah;PS;WE;West Bank;Palestine, State of
‘Aţārūt;PS;WE;West Bank;Palestine, State of
As Sāwiyah;PS;WE;West Bank;Palestine, State of
As Samū‘;PS;WE;West Bank;Palestine, State of
‘Aşīrah ash Shamālīyah;PS;WE;West Bank;Palestine, State of
‘Aşīrah al Qiblīyah;PS;WE;West Bank;Palestine, State of
Ash Shuyūkh;PS;WE;West Bank;Palestine, State of
Ash Shuhadā’;PS;WE;West Bank;Palestine, State of
Arţās;PS;WE;West Bank;Palestine, State of
Ar Rīḩīyah;PS;WE;West Bank;Palestine, State of
‘Arrānah;PS;WE;West Bank;Palestine, State of
Ar Rām wa Ḑāḩiyat al Barīd;PS;WE;West Bank;Palestine, State of
‘Arrābah;PS;WE;West Bank;Palestine, State of
Jericho;PS;WE;West Bank;Palestine, State of
Al ‘Araqa;PS;WE;West Bank;Palestine, State of
‘Aqrabā;PS;WE;West Bank;Palestine, State of
‘Anzah;PS;WE;West Bank;Palestine, State of
An Nuway‘imah;PS;WE;West Bank;Palestine, State of
An Nazlah ash Sharqīyah;PS;WE;West Bank;Palestine, State of
An Nāqūrah;PS;WE;West Bank;Palestine, State of
An Nabī Ilyās;PS;WE;West Bank;Palestine, State of
‘Anīn;PS;WE;West Bank;Palestine, State of
‘Anātā;PS;WE;West Bank;Palestine, State of
‘Anabtā;PS;WE;West Bank;Palestine, State of
Al Yāmūn;PS;WE;West Bank;Palestine, State of
Al Qubaybah;PS;WE;West Bank;Palestine, State of
Al Mughayyir;PS;WE;West Bank;Palestine, State of
Al Mughayyir;PS;WE;West Bank;Palestine, State of
‘Almon;PS;WE;West Bank;Palestine, State of
Al Midyah;PS;WE;West Bank;Palestine, State of
Al Mazra‘ah ash Sharqīyah;PS;WE;West Bank;Palestine, State of
Az Zaytūnīyah;PS;WE;West Bank;Palestine, State of
Al Lubban al Gharbī;PS;WE;West Bank;Palestine, State of
Al Khaḑir;PS;WE;West Bank;Palestine, State of
Hebron;PS;WE;West Bank;Palestine, State of
Al Judayrah;PS;WE;West Bank;Palestine, State of
Al Jīb;PS;WE;West Bank;Palestine, State of
Al Jāniyah;PS;WE;West Bank;Palestine, State of
Al Hāshimīyah;PS;WE;West Bank;Palestine, State of
Alfei Menasheh;PS;WE;West Bank;Palestine, State of
Al Faşāyil;PS;WE;West Bank;Palestine, State of
Al Fandaqūmīyah;PS;WE;West Bank;Palestine, State of
Al Bīrah;PS;WE;West Bank;Palestine, State of
Al ‘Ayzarīyah;PS;WE;West Bank;Palestine, State of
Al ‘Awjā;PS;WE;West Bank;Palestine, State of
Al ‘Aţţārah;PS;WE;West Bank;Palestine, State of
‘Ajjūl;PS;WE;West Bank;Palestine, State of
‘Ajjah;PS;WE;West Bank;Palestine, State of
‘Ibwayn;PS;WE;West Bank;Palestine, State of
Abū Qashsh;PS;WE;West Bank;Palestine, State of
Abū Dīs;PS;WE;West Bank;Palestine, State of
‘Ābūd;PS;WE;West Bank;Palestine, State of
Old City;PS;WE;West Bank;Palestine, State of
An Naşr;PS;GZ;Gaza Strip;Palestine, State of
‘Abasān al Jadīdah;PS;GZ;Gaza Strip;Palestine, State of
Al Qarārah;PS;GZ;Gaza Strip;Palestine, State of
Umm an Naşr;PS;GZ;Gaza Strip;Palestine, State of
Juḩr ad Dīk;PS;GZ;Gaza Strip;Palestine, State of
Az Zuwāydah;PS;GZ;Gaza Strip;Palestine, State of
Al Muşaddar;PS;GZ;Gaza Strip;Palestine, State of
Wādī as Salqā;PS;GZ;Gaza Strip;Palestine, State of
Al Mughrāqah;PS;GZ;Gaza Strip;Palestine, State of
East Jerusalem;PS;WE;West Bank;Palestine, State of
Karney Shomron;PS;WE;West Bank;Palestine, State of
Huwara;PS;WE;West Bank;Palestine, State of
al-Kum;PS;WE;West Bank;Palestine, State of
Azun Atme;PS;WE;West Bank;Palestine, State of
Jinşāfūţ;PS;WE;West Bank;Palestine, State of
Banī Zayd;PS;WE;West Bank;Palestine, State of
Az Za‘ayyim;PS;WE;West Bank;Palestine, State of
Al ‘Ubaydīyah;PS;WE;West Bank;Palestine, State of
Khallat an Nu‘mān;PS;WE;West Bank;Palestine, State of
Khallat Ḩamāmah;PS;WE;West Bank;Palestine, State of
Ad Dawḩah;PS;WE;West Bank;Palestine, State of
Wādī Raḩḩāl;PS;WE;West Bank;Palestine, State of
‘Arab ar Rashāydah;PS;WE;West Bank;Palestine, State of
Bayt ‘Īnūn;PS;WE;West Bank;Palestine, State of
Bayt Maqdum;PS;WE;West Bank;Palestine, State of
Al Buq‘ah;PS;WE;West Bank;Palestine, State of
Khallat ad Dār;PS;WE;West Bank;Palestine, State of
Dayr Sāmit;PS;WE;West Bank;Palestine, State of
Al Ḩīlah;PS;WE;West Bank;Palestine, State of
Aş Şūrrah;PS;WE;West Bank;Palestine, State of
Bayt ‘Amrah;PS;WE;West Bank;Palestine, State of
Rābūd;PS;WE;West Bank;Palestine, State of
Al Karmil;PS;WE;West Bank;Palestine, State of
Khallat Şāliḩ;PS;WE;West Bank;Palestine, State of
Bīr al Bāshā;PS;WE;West Bank;Palestine, State of
Al Bādhān;PS;WE;West Bank;Palestine, State of
‘Ayn al Bayḑā;PS;WE;West Bank;Palestine, State of
Az Zubaydāt;PS;WE;West Bank;Palestine, State of
Al Jiftlik;PS;WE;West Bank;Palestine, State of
Khursā;PS;WE;West Bank;Palestine, State of
Givat Zeev;PS;WE;West Bank;Palestine, State of
Oranit;PS;WE;West Bank;Palestine, State of
Itamar;PS;WE;West Bank;Palestine, State of
Alon shvut;PS;WE;West Bank;Palestine, State of
Bruchin;PS;WE;West Bank;Palestine, State of
Geva Binyamin;PS;WE;West Bank;Palestine, State of
Otniel;PS;WE;West Bank;Palestine, State of
Beit El;PS;WE;West Bank;Palestine, State of
Ganei Modi'in;PS;WE;West Bank;Palestine, State of
Zibreira;PT;18;Santarém;Portugal
Zambujeira do Mar;PT;03;Beja;Portugal
Vimeiro;PT;14;Lisbon;Portugal
Vila Viçosa;PT;08;Évora;Portugal
Vila Verde;PT;14;Lisbon;Portugal
Vila Velha de Ródão;PT;06;Castelo Branco;Portugal
Vila Real de Santo António;PT;09;Faro;Portugal
Vila Nova de Milfontes;PT;03;Beja;Portugal
Vila Nova da Barquinha;PT;18;Santarém;Portugal
Vila Franca de Xira;PT;14;Lisbon;Portugal
Vila Flor;PT;05;Bragança;Portugal
Vila do Bispo;PT;09;Faro;Portugal
Vila de Rei;PT;06;Castelo Branco;Portugal
Vila Chã de Ourique;PT;18;Santarém;Portugal
Vila Baleira;PT;10;Madeira;Portugal
Vieira de Leiria;PT;13;Leiria;Portugal
Vidigueira;PT;03;Beja;Portugal
Vidais;PT;13;Leiria;Portugal
Viana do Alentejo;PT;08;Évora;Portugal
Vialonga;PT;14;Lisbon;Portugal
Vestiaria;PT;13;Leiria;Portugal
Ventosa;PT;14;Lisbon;Portugal
Vendas Novas;PT;08;Évora;Portugal
Venda do Pinheiro;PT;14;Lisbon;Portugal
Vale de Santarém;PT;18;Santarém;Portugal
Vale de Figueira;PT;18;Santarém;Portugal
Vale da Amoreira;PT;16;Portalegre;Portugal
Valado de Frades;PT;13;Leiria;Portugal
Urra;PT;16;Portalegre;Portugal
Unhos;PT;14;Lisbon;Portugal
Turquel;PT;13;Leiria;Portugal
Tunes;PT;09;Faro;Portugal
Tramagal;PT;18;Santarém;Portugal
Trafaria;PT;19;Setúbal;Portugal
Torres Vedras;PT;14;Lisbon;Portugal
Torres Novas;PT;18;Santarém;Portugal
Tomar;PT;18;Santarém;Portugal
Terrugem;PT;14;Lisbon;Portugal
Tavira;PT;09;Faro;Portugal
Souto da Carpalhosa;PT;13;Leiria;Portugal
Sobreda;PT;19;Setúbal;Portugal
Sobralinho;PT;14;Lisbon;Portugal
Sobral de Monte Agraço;PT;14;Lisbon;Portugal
Sintra;PT;14;Lisbon;Portugal
Sines;PT;19;Setúbal;Portugal
Silves;PT;09;Faro;Portugal
Silveira;PT;14;Lisbon;Portugal
Sesimbra;PT;19;Setúbal;Portugal
Setúbal;PT;19;Setúbal;Portugal
Sete Rios;PT;14;Lisbon;Portugal
Sertã;PT;06;Castelo Branco;Portugal
Serra de El-Rei;PT;13;Leiria;Portugal
Serpa;PT;03;Beja;Portugal
Senhora da Luz;PT;09;Faro;Portugal
Seixal;PT;19;Setúbal;Portugal
Sarilhos Pequenos;PT;19;Setúbal;Portugal
Sardoal;PT;18;Santarém;Portugal
São Vicente do Paul;PT;18;Santarém;Portugal
São Vicente;PT;10;Madeira;Portugal
São Teotónio;PT;03;Beja;Portugal
São Roque;PT;10;Madeira;Portugal
São Pedro da Cadeira;PT;14;Lisbon;Portugal
São Miguel de Rio Torto;PT;18;Santarém;Portugal
São Martinho do Porto;PT;13;Leiria;Portugal
São Martinho;PT;10;Madeira;Portugal
São Marcos da Serra;PT;09;Faro;Portugal
São Luis;PT;03;Beja;Portugal
São Julião do Tojal;PT;14;Lisbon;Portugal
São Julião;PT;16;Portalegre;Portugal
São Jorge;PT;10;Madeira;Portugal
São João dos Montes;PT;14;Lisbon;Portugal
São João da Talha;PT;14;Lisbon;Portugal
São João das Lampas;PT;14;Lisbon;Portugal
São Gonçalo;PT;10;Madeira;Portugal
São Domingos de Rana;PT;14;Lisbon;Portugal
São Brás de Alportel;PT;09;Faro;Portugal
São Bartolomeu de Messines;PT;09;Faro;Portugal
São Bartolomeu;PT;14;Lisbon;Portugal
Santo António da Charneca;PT;19;Setúbal;Portugal
Santo António;PT;10;Madeira;Portugal
Santo Antão do Tojal;PT;14;Lisbon;Portugal
Santo André;PT;16;Portalegre;Portugal
Santo André;PT;19;Setúbal;Portugal
Santiago do Cacém;PT;19;Setúbal;Portugal
Santarém;PT;18;Santarém;Portugal
Santana;PT;10;Madeira;Portugal
Santa Maria Maior;PT;10;Madeira;Portugal
Santa Margarida da Coutada;PT;18;Santarém;Portugal
Santa Luzia;PT;09;Faro;Portugal
Santa Luzia;PT;10;Madeira;Portugal
Santa Iria da Azóia;PT;14;Lisbon;Portugal
Santa Cruz;PT;10;Madeira;Portugal
Santa Catarina da Serra;PT;13;Leiria;Portugal
Santa Bárbara de Nexe;PT;09;Faro;Portugal
Samouco;PT;19;Setúbal;Portugal
Samora Correia;PT;18;Santarém;Portugal
Salvaterra de Magos;PT;18;Santarém;Portugal
Salvada;PT;03;Beja;Portugal
Salir de Matos;PT;13;Leiria;Portugal
Sagres;PT;09;Faro;Portugal
Sacavém;PT;14;Lisbon;Portugal
Rosairinho;PT;19;Setúbal;Portugal
Rio Maior;PT;18;Santarém;Portugal
Rio de Mouro;PT;14;Lisbon;Portugal
Ribeira Brava;PT;10;Madeira;Portugal
Riachos;PT;18;Santarém;Portugal
Reguengos de Monsaraz;PT;08;Évora;Portugal
Reguengo;PT;16;Portalegre;Portugal
Redondo;PT;08;Évora;Portugal
Ramada;PT;14;Lisbon;Portugal
Quinta do Anjo;PT;19;Setúbal;Portugal
Quinta de Santo António;PT;19;Setúbal;Portugal
Queluz;PT;14;Lisbon;Portugal
Quelfes;PT;09;Faro;Portugal
Queijas;PT;14;Lisbon;Portugal
Quarteira;PT;09;Faro;Portugal
Proença-a-Nova;PT;06;Castelo Branco;Portugal
Praia do Ribatejo;PT;18;Santarém;Portugal
Pragal;PT;19;Setúbal;Portugal
Póvoa e Meadas;PT;16;Portalegre;Portugal
Póvoa de Santo Adrião;PT;14;Lisbon;Portugal
Póvoa de Santa Iria;PT;14;Lisbon;Portugal
Porto Salvo;PT;14;Lisbon;Portugal
Porto Moniz;PT;10;Madeira;Portugal
Porto de Mós;PT;13;Leiria;Portugal
Porto de Mós;PT;09;Faro;Portugal
Porto da Cruz;PT;10;Madeira;Portugal
Porto Covo;PT;19;Setúbal;Portugal
Portimão;PT;09;Faro;Portugal
Portel;PT;08;Évora;Portugal
Portalegre;PT;16;Portalegre;Portugal
Porches;PT;09;Faro;Portugal
Pontinha;PT;14;Lisbon;Portugal
Pontével;PT;18;Santarém;Portugal
Ponte de Sôr;PT;16;Portalegre;Portugal
Ponta do Sol;PT;10;Madeira;Portugal
Pombal;PT;13;Leiria;Portugal
Poceirão;PT;18;Santarém;Portugal
Pinheiro Grande;PT;18;Santarém;Portugal
Pinhal Novo;PT;19;Setúbal;Portugal
Piedade;PT;19;Setúbal;Portugal
Pero Pinheiro;PT;14;Lisbon;Portugal
Pêra;PT;09;Faro;Portugal
Peniche;PT;13;Leiria;Portugal
Penedo Gordo;PT;03;Beja;Portugal
Pego;PT;18;Santarém;Portugal
Pedrógão Grande;PT;13;Leiria;Portugal
Pataias;PT;13;Leiria;Portugal
Parede;PT;14;Lisbon;Portugal
Parchal;PT;09;Faro;Portugal
Palmela;PT;19;Setúbal;Portugal
Paialvo;PT;18;Santarém;Portugal
Paderne;PT;09;Faro;Portugal
Paço de Arcos;PT;14;Lisbon;Portugal
Ourique;PT;03;Beja;Portugal
Ourém;PT;18;Santarém;Portugal
Ota;PT;14;Lisbon;Portugal
Olival Basto;PT;14;Lisbon;Portugal
Olival;PT;14;Lisbon;Portugal
Olivais;PT;14;Lisbon;Portugal
Olhos de Água;PT;09;Faro;Portugal
Olho Marinho;PT;13;Leiria;Portugal
Olhão;PT;09;Faro;Portugal
Olhalvo;PT;14;Lisbon;Portugal
Oleiros;PT;06;Castelo Branco;Portugal
Ulgueira;PT;14;Lisbon;Portugal
Oeiras;PT;14;Lisbon;Portugal
Odivelas;PT;14;Lisbon;Portugal
Odemira;PT;03;Beja;Portugal
Óbidos;PT;13;Leiria;Portugal
Nossa Senhora do Monte;PT;10;Madeira;Portugal
Nisa;PT;16;Portalegre;Portugal
Neves;PT;03;Beja;Portugal
Nazaré;PT;13;Leiria;Portugal
Nadadouro;PT;13;Leiria;Portugal
Mourão;PT;08;Évora;Portugal
Moura;PT;03;Beja;Portugal
Moscavide e Portela;PT;14;Lisbon;Portugal
Mora;PT;08;Évora;Portugal
Montijo;PT;19;Setúbal;Portugal
Monte Redondo;PT;13;Leiria;Portugal
Monte Real;PT;13;Leiria;Portugal
Montemor-o-Novo;PT;08;Évora;Portugal
Monte Gordo;PT;09;Faro;Portugal
Monte Estoril;PT;14;Lisbon;Portugal
Montargil;PT;16;Portalegre;Portugal
Montalvo;PT;18;Santarém;Portugal
Montalvinho;PT;18;Santarém;Portugal
Monsanto;PT;18;Santarém;Portugal
Monforte;PT;16;Portalegre;Portugal
Monchique;PT;09;Faro;Portugal
Moncarapacho;PT;09;Faro;Portugal
Moita dos Ferreiros;PT;14;Lisbon;Portugal
Moita;PT;19;Setúbal;Portugal
Mira;PT;13;Leiria;Portugal
Minde;PT;18;Santarém;Portugal
Minas de São Domingos;PT;03;Beja;Portugal
Milharado;PT;14;Lisbon;Portugal
Milagres;PT;13;Leiria;Portugal
Mexilhoeira Grande;PT;09;Faro;Portugal
Mértola;PT;03;Beja;Portugal
Mem Martins;PT;14;Lisbon;Portugal
Meia Via;PT;18;Santarém;Portugal
Meca;PT;14;Lisbon;Portugal
Massamá;PT;14;Lisbon;Portugal
Marvila;PT;14;Lisbon;Portugal
Marvão;PT;16;Portalegre;Portugal
Marmelete;PT;09;Faro;Portugal
Marinhais;PT;18;Santarém;Portugal
Marinha Grande;PT;13;Leiria;Portugal
Manta Rota;PT;09;Faro;Portugal
Malveira;PT;14;Lisbon;Portugal
Mafra;PT;14;Lisbon;Portugal
Madalena;PT;18;Santarém;Portugal
Machico;PT;10;Madeira;Portugal
Maceirinha;PT;13;Leiria;Portugal
Maceira;PT;13;Leiria;Portugal
Mação;PT;18;Santarém;Portugal
Luz;PT;09;Faro;Portugal
Lumiar;PT;14;Lisbon;Portugal
Lourinhã;PT;14;Lisbon;Portugal
Louriçal;PT;13;Leiria;Portugal
Loures;PT;14;Lisbon;Portugal
Loureira;PT;13;Leiria;Portugal
Loulé;PT;09;Faro;Portugal
Lisbon;PT;14;Lisbon;Portugal
Linhó;PT;14;Lisbon;Portugal
Linda-a-Velha;PT;14;Lisbon;Portugal
Leiria;PT;13;Leiria;Portugal
Lavradio;PT;19;Setúbal;Portugal
Laranjeiro;PT;09;Faro;Portugal
Laranjeiro;PT;19;Setúbal;Portugal
Lagos;PT;09;Faro;Portugal
Lagoa;PT;09;Faro;Portugal
Juncal;PT;13;Leiria;Portugal
Idanha-a-Nova;PT;06;Castelo Branco;Portugal
Guia;PT;09;Faro;Portugal
Grândola;PT;19;Setúbal;Portugal
Golegã;PT;18;Santarém;Portugal
Gavião;PT;16;Portalegre;Portugal
Gaeiras;PT;13;Leiria;Portugal
Fuzeta;PT;09;Faro;Portugal
Funchal;PT;10;Madeira;Portugal
Fronteira;PT;16;Portalegre;Portugal
Foz do Arelho;PT;13;Leiria;Portugal
Fortios;PT;16;Portalegre;Portugal
Fontanelas;PT;14;Lisbon;Portugal
Figueiró dos Vinhos;PT;13;Leiria;Portugal
Ferrel;PT;13;Leiria;Portugal
Ferreiras;PT;09;Faro;Portugal
Ferreira do Zêzere;PT;18;Santarém;Portugal
Ferreira do Alentejo;PT;03;Beja;Portugal
Ferragudo;PT;09;Faro;Portugal
Fazendas de Almeirim;PT;18;Santarém;Portugal
Fátima;PT;18;Santarém;Portugal
Faro;PT;09;Faro;Portugal
Fanhões;PT;14;Lisbon;Portugal
Famões;PT;14;Lisbon;Portugal
Famalicão;PT;13;Leiria;Portugal
Falagueira;PT;14;Lisbon;Portugal
Fajã da Ovelha;PT;10;Madeira;Portugal
Faial;PT;10;Madeira;Portugal
Évora;PT;08;Évora;Portugal
Estremoz;PT;08;Évora;Portugal
Estreito de Câmara de Lobos;PT;10;Madeira;Portugal
Estreito da Calheta;PT;10;Madeira;Portugal
Estoril;PT;14;Lisbon;Portugal
Estômbar;PT;09;Faro;Portugal
Estói;PT;09;Faro;Portugal
Ericeira;PT;14;Lisbon;Portugal
Entroncamento;PT;18;Santarém;Portugal
Elvas;PT;16;Portalegre;Portugal
Damaia;PT;14;Lisbon;Portugal
Curral das Freiras;PT;10;Madeira;Portugal
Cuba;PT;03;Beja;Portugal
Cova da Moura;PT;14;Lisbon;Portugal
Costa de Caparica;PT;19;Setúbal;Portugal
Corujeira de Dentro;PT;10;Madeira;Portugal
Coruche;PT;18;Santarém;Portugal
Corroios;PT;19;Setúbal;Portugal
Constância;PT;18;Santarém;Portugal
Conceição;PT;09;Faro;Portugal
Comporta;PT;19;Setúbal;Portugal
Colares;PT;14;Lisbon;Portugal
Cobre;PT;14;Lisbon;Portugal
Chelas;PT;14;Lisbon;Portugal
Charneca;PT;14;Lisbon;Portugal
Charneca de Caparica;PT;19;Setúbal;Portugal
Cercal;PT;19;Setúbal;Portugal
Cela;PT;13;Leiria;Portugal
Caxias;PT;14;Lisbon;Portugal
Castro Verde;PT;03;Beja;Portugal
Castro Marim;PT;09;Faro;Portugal
Castelo de Vide;PT;16;Portalegre;Portugal
Castelo Branco;PT;06;Castelo Branco;Portugal
Castanheira do Ribatejo;PT;14;Lisbon;Portugal
Castanheira de Pera;PT;13;Leiria;Portugal
Cascais;PT;14;Lisbon;Portugal
Carvoeiro;PT;09;Faro;Portugal
Cartaxo;PT;18;Santarém;Portugal
Carreira;PT;13;Leiria;Portugal
Carregado;PT;14;Lisbon;Portugal
Carnide;PT;14;Lisbon;Portugal
Carnaxide;PT;14;Lisbon;Portugal
Carcavelos;PT;14;Lisbon;Portugal
Caranguejeira;PT;13;Leiria;Portugal
Caparica;PT;19;Setúbal;Portugal
Caniço;PT;10;Madeira;Portugal
Caniçal;PT;10;Madeira;Portugal
Canhas;PT;10;Madeira;Portugal
Caneças;PT;14;Lisbon;Portugal
Campo Maior;PT;16;Portalegre;Portugal
Campolide;PT;14;Lisbon;Portugal
Campo Grande;PT;14;Lisbon;Portugal
Campelos;PT;14;Lisbon;Portugal
Campanário;PT;10;Madeira;Portugal
Camarate;PT;14;Lisbon;Portugal
Câmara de Lobos;PT;10;Madeira;Portugal
Camacha;PT;10;Madeira;Portugal
Camacha;PT;10;Madeira;Portugal
Calheta;PT;10;Madeira;Portugal
Caldas da Rainha;PT;13;Leiria;Portugal
Cadaval;PT;14;Lisbon;Portugal
Cadafais;PT;14;Lisbon;Portugal
Cacilhas;PT;19;Setúbal;Portugal
Cacém;PT;14;Lisbon;Portugal
Cabo Ruivo;PT;14;Lisbon;Portugal
Cabeça Gorda;PT;03;Beja;Portugal
Cabanas de Torres;PT;14;Lisbon;Portugal
Buraca;PT;14;Lisbon;Portugal
Bucelas;PT;14;Lisbon;Portugal
Borba;PT;08;Évora;Portugal
Bombarral;PT;13;Leiria;Portugal
Boliqueime;PT;09;Faro;Portugal
Bobadela;PT;14;Lisbon;Portugal
Boavista dos Pinheiros;PT;03;Beja;Portugal
Boa Vista;PT;13;Leiria;Portugal
Boaventura;PT;10;Madeira;Portugal
Beringel;PT;03;Beja;Portugal
Bensafrim;PT;09;Faro;Portugal
Benedita;PT;13;Leiria;Portugal
Benavente;PT;18;Santarém;Portugal
Bemfica;PT;18;Santarém;Portugal
Benfica;PT;14;Lisbon;Portugal
Belém;PT;14;Lisbon;Portugal
Belas;PT;14;Lisbon;Portugal
Beja;PT;03;Beja;Portugal
Beato António;PT;14;Lisbon;Portugal
Batalha;PT;13;Leiria;Portugal
Barreiro;PT;19;Setúbal;Portugal
Barrancos;PT;03;Beja;Portugal
Barcarena;PT;14;Lisbon;Portugal
Bairro do Alto da Boavista;PT;14;Lisbon;Portugal
Bairro da Madre de Deus;PT;14;Lisbon;Portugal
Azueira;PT;14;Lisbon;Portugal
Azoia;PT;14;Lisbon;Portugal
Azinhaga;PT;18;Santarém;Portugal
Azinhaga;PT;14;Lisbon;Portugal
Azambuja;PT;14;Lisbon;Portugal
Avis;PT;16;Portalegre;Portugal
Avelar;PT;13;Leiria;Portugal
Aveiras de Cima;PT;14;Lisbon;Portugal
Atouguia da Baleia;PT;13;Leiria;Portugal
Atalaia;PT;16;Portalegre;Portugal
Arruda dos Vinhos;PT;14;Lisbon;Portugal
Arronches;PT;16;Portalegre;Portugal
Arrentela;PT;19;Setúbal;Portugal
Arranhó;PT;14;Lisbon;Portugal
Arraiolos;PT;08;Évora;Portugal
Armação de Pêra;PT;09;Faro;Portugal
Areeiro;PT;14;Lisbon;Portugal
Arco da Calheta;PT;10;Madeira;Portugal
Apelação;PT;14;Lisbon;Portugal
Ansião;PT;13;Leiria;Portugal
Amora;PT;19;Setúbal;Portugal
Amor;PT;13;Leiria;Portugal
Amiães de Baixo;PT;18;Santarém;Portugal
Amadora;PT;14;Lisbon;Portugal
Alvorninha;PT;13;Leiria;Portugal
Alvor;PT;09;Faro;Portugal
Alvito;PT;03;Beja;Portugal
Alvide;PT;14;Lisbon;Portugal
